929	9
930	8
931	7
932	9
933	8
934	9
935	9
936	9
937	9
938	9
939	10
940	3
941	8
942	7
943	7
944	9
945	8
946	4
947	8
948	8
949	8
950	5
951	7
952	4
953	6
954	7
955	5
956	4
957	9
958	8
959	9
960	5
961	10
962	7
963	5
964	9
965	4
966	12
967	11
968	9
969	5
970	10
971	10
972	4
973	10
974	8
975	9
976	4
977	8
978	6
979	4
980	9
981	9
982	9
983	5
984	9
985	8
986	9
987	6
988	9
989	8
990	4
991	4
992	9
993	8
994	9
995	10
996	9
997	9
998	5
999	4
1000	2
1001	7
1002	8
1003	10
1004	9
1005	3
1006	9
1007	5
1008	4
1009	9
1010	7
1011	12
1012	10
1013	9
1014	6
1015	7
1016	9
1017	5
1018	6
1019	9
1020	10
1021	7
1022	7
1023	5
1024	12
1025	9
1026	10
1027	5
1028	8
1029	9
1030	10
1031	10
1032	9
1033	9
1034	5
1035	5
1036	6
1037	6
1038	11
1039	9
1040	7
1041	11
1042	8
1043	8
1044	9
1045	8
1046	7
1047	7
1048	5
1049	9
1050	9
1051	8
1052	9
1053	9
1054	8
1055	8
1056	8
1057	8
1058	6
1059	9
1060	7
1061	5
1062	8
1063	6
1064	4
1065	9
1066	9
1067	6
1068	4
1069	5
1070	6
1071	5
1072	8
1073	5
1074	11
1075	9
1076	7
1077	9
1078	8
1079	8
1080	6
1081	4
1082	8
1083	11
1084	8
1085	12
1086	7
1087	13
1088	5
1089	9
1090	10
1091	10
1092	9
1093	6
1094	4
1095	7
1096	9
1097	4
1098	8
1099	9
1100	8
1101	7
1102	12
1103	8
1104	9
1105	9
1106	9
1107	5
1108	9
1109	10
1110	10
1111	5
1112	6
1113	4
1114	7
1115	4
1116	5
1117	3
1118	5
1119	10
1120	8
1121	7
1122	12
1123	8
1124	5
1125	9
1126	6
1127	6
1128	12
1129	9
1130	7
1131	7
1132	12
1133	9
1134	11
1135	10
1136	9
1137	4
1138	8
1139	9
1140	10
1141	7
1142	4
1143	7
1144	8
1145	5
1146	9
1147	5
1148	11
1149	9
1150	10
1151	9
1152	3
1153	9
1154	9
1155	5
1156	11
1157	6
1158	7
1159	8
1160	10
1161	4
1162	10
1163	5
1164	4
1165	7
1166	10
1167	10
1168	11
