47	19834	2
47	2397	1
47	1510	1
47	34495	1
47	1293	2
47	1007	2
47	8830	1
48	36593	1
48	94	2
49	172	1
50	2560	1
50	8545	1
50	82	1
51	86	1
51	2861	1
51	1250	1
52	13456	1
53	25495	1
53	8873	1
53	213	1
53	274	1
54	30001	1
55	34	1
55	36896	2
55	1261	1
55	5083	1
56	214	1
56	8556	2
56	2663	1
56	94	1
56	18	1
56	28357	1
56	56	3
56	8691	1
56	221	1
56	931	1
56	144	1
56	13096	1
56	15805	1
56	5441	1
56	651	1
57	400	2
57	144	1
57	81	1
57	398	1
57	57	2
58	155	1
58	144	1
59	9662	1
59	655	1
59	1680	1
59	993	1
60	7400	1
60	492	1
60	5796	1
60	7639	1
60	6015	2
60	1282	1
60	17209	1
60	8724	1
60	813	1
60	5248	1
60	1113	1
60	144	1
60	145	1
60	24008	1
60	34484	1
60	27915	1
60	1710	1
60	282	2
60	17730	1
61	734	1
61	25495	2
61	2464	1
61	26515	1
61	5909	1
61	63	1
61	114	1
61	11085	1
61	145	3
61	1143	2
62	126	1
62	2520	1
62	3312	1
63	661	1
63	7979	1
63	5790	1
63	8149	1
63	63	1
63	386	1
63	3300	1
63	61	4
63	5445	1
63	20828	1
63	25495	2
63	114	2
63	36896	1
63	210	1
63	3770	1
64	149	1
64	139	1
64	639	1
64	1177	1
65	1078	4
65	2987	1
65	304	2
65	10938	1
65	65	1
65	198	1
65	10063	1
65	14337	1
65	1705	1
66	66	2
66	15433	1
66	400	1
66	13456	1
66	1886	1
66	240	1
66	2017	2
66	25496	1
66	144	1
66	24007	1
66	1835	1
66	5304	1
67	10652	1
67	179	1
67	3375	1
67	283	1
67	22661	1
67	9096	1
67	25463	1
67	25241	1
67	3081	1
67	7639	3
67	11851	1
67	1282	1
67	285	5
67	3078	1
67	36345	3
67	594	1
67	18278	1
67	26583	1
67	13260	1
67	813	1
67	3080	1
67	3079	1
67	707	1
67	34464	1
67	145	1
67	2296	1
67	18364	1
67	696	1
67	27915	3
67	1710	1
67	27409	1
67	11201	1
67	651	1
67	282	1
67	4169	1
67	26845	1
67	241	1
67	706	1
67	1547	1
67	15845	1
68	1610	1
68	4675	1
68	285	1
68	122	1
68	25468	1
68	1597	1
69	24079	1
69	69	3
69	2946	1
69	43	1
69	144	1
70	179	2
70	1610	2
70	2722	1
70	3663	1
70	25468	1
70	2448	1
70	811	1
70	27	1
70	7076	1
70	2821	1
72	653	1
72	12259	1
72	20	1
73	10518	1
73	1386	1
73	192	1
73	190	1
73	2009	1
73	2914	1
73	1245	1
73	13260	1
73	144	2
73	145	3
73	2895	1
74	25468	2
75	76	1
75	80	1
76	145	1
76	25463	1
77	16424	2
77	1441	1
77	24068	2
77	15287	1
77	166	1
77	2566	1
77	8431	1
77	6498	1
77	13004	1
77	121	1
77	31646	1
77	16027	1
77	29872	1
77	191	1
77	20845	1
77	35577	1
77	145	1
77	176	1
77	2412	2
77	144	1
77	1154	1
77	1842	1
79	2628	1
79	25495	1
79	8282	2
80	25468	1
80	10063	1
80	270	1
81	30077	2
81	7216	1
81	81	22
81	4315	3
81	20184	1
81	2711	2
81	144	1
82	50	2
82	23039	1
82	251	1
85	6489	1
85	1321	1
85	27615	1
85	8906	1
85	85	1
85	1554	1
85	2466	1
86	241	1
87	14275	1
87	10487	1
87	93	1
87	10044	1
87	9750	1
87	339	1
87	1854	1
87	15374	1
87	11245	1
87	1288	1
87	900	1
87	21050	1
87	1005	1
87	10534	1
87	7766	1
87	10336	1
87	87	1
88	14925	1
88	3040	1
88	1863	1
89	2235	1
89	892	1
89	231	1
89	174	2
89	18221	1
90	2396	1
90	2397	1
90	1293	2
90	47	1
90	174	2
90	2920	1
90	10823	1
91	7171	1
91	10303	1
92	1153	2
93	15099	1
93	28105	1
93	10547	1
93	800	1
93	504	1
93	8994	1
93	9589	2
93	174	1
93	18542	2
93	433	1
93	15341	2
94	189	1
94	214	2
94	304	1
94	198	1
94	911	2
94	36593	1
94	31989	1
95	21939	1
96	2307	1
96	10223	1
96	174	1
96	4341	1
97	28868	1
97	37053	1
97	21837	1
97	10223	1
97	21296	1
97	34259	1
97	2566	1
97	1872	1
97	3657	1
97	191	1
97	28182	1
97	26400	1
97	6005	1
97	34189	1
97	11582	1
97	1218	1
97	17845	1
97	10841	1
97	77	1
97	12709	1
97	11600	1
97	5442	1
97	4341	2
97	32531	1
98	144	1
98	1127	1
98	1375	1
98	9151	1
98	191	1
98	197	1
98	14337	2
99	24925	1
99	5462	1
102	10495	1
102	65	2
102	176	1
102	14337	1
103	26972	2
103	145	1
104	4586	1
104	18033	1
106	7178	1
106	77	1
106	18776	1
106	345	2
106	21419	1
106	221	1
106	27514	1
106	6821	2
106	696	2
107	207	1
107	6724	1
107	2448	2
107	110	1
107	25468	1
108	207	1
108	25468	1
109	207	1
109	179	1
109	310	1
109	144	1
110	207	1
110	310	1
110	14337	1
111	25468	1
111	2734	1
111	828	1
111	834	1
111	2799	1
111	348	1
111	283	1
111	121	1
111	1569	1
111	3360	1
111	2151	1
111	285	3
111	594	1
111	386	1
111	34076	1
111	8517	2
111	145	5
111	595	1
111	27915	2
111	1176	3
111	401	1
111	651	1
111	2101	1
111	23	1
111	24007	1
111	25380	1
111	1216	1
111	282	2
111	1710	2
111	10755	1
111	36896	2
111	25463	2
111	7639	2
111	17140	1
111	5203	1
111	20851	1
111	22089	1
112	90	1
112	800	2
112	944	2
112	878	1
112	16871	1
112	3672	1
113	3406	1
113	2798	1
113	172	1
114	5876	2
114	906	1
114	15738	1
114	15863	1
114	956	1
114	4325	1
114	999	1
114	734	1
114	36896	1
114	35249	1
114	1133	2
114	17	1
115	22661	1
115	1710	1
115	283	1
117	144	1
117	120	1
117	4341	1
118	6144	1
118	6127	1
118	4484	1
118	1331	1
118	9490	1
118	3309	1
118	6193	2
118	294	5
118	17591	1
118	4305	1
118	3567	3
118	377	1
118	3535	2
118	6362	2
118	2728	1
118	6107	1
118	2133	1
118	310	1
118	6117	1
118	5915	1
118	264	1
118	5913	1
118	6083	1
118	11024	1
120	2578	1
120	8663	1
120	16027	1
120	9479	1
120	5	3
120	28000	1
120	15863	1
120	1280	1
120	28430	1
120	26	1
120	1424	1
120	144	1
120	1419	1
120	17514	1
120	24008	1
121	4724	1
121	31370	1
121	18706	2
121	3767	1
121	6903	1
121	22661	1
121	6707	1
121	15613	1
121	7639	2
121	12876	1
121	285	1
121	8431	1
121	33475	1
121	16881	1
121	144	1
121	8517	1
121	145	8
121	696	1
121	27915	3
121	2645	1
121	282	1
121	1710	1
121	24068	2
121	15845	2
122	307	2
122	19974	1
122	4675	1
122	218	1
122	3278	1
122	3151	1
122	201	1
122	4974	1
122	202	1
122	26632	1
122	1768	1
122	19263	1
122	217	1
122	277	3
122	16331	3
122	26487	1
122	1597	3
122	122	1
122	34743	1
122	34346	1
122	1645	1
122	22168	1
122	6847	1
122	9092	1
122	109	1
122	4970	1
123	11545	1
123	16489	2
123	6288	1
123	106	1
123	28810	1
123	27989	1
123	221	2
123	385	4
123	18908	1
123	181	2
123	145	1
123	1797	1
123	4436	2
123	2474	1
123	12263	1
123	6821	1
123	4986	2
123	345	1
123	4341	1
123	5972	2
124	12798	1
125	2830	1
125	189	1
125	11199	1
125	77	1
125	36593	1
125	318	1
125	129	3
125	193	1
126	7297	1
126	62	1
126	16477	1
126	3979	1
126	361	1
126	963	1
126	494	1
126	468	1
126	1048	1
127	18757	1
127	77	1
127	181	1
127	6288	2
127	34583	1
127	221	1
127	332	1
127	12263	1
127	14597	1
127	106	1
127	193	1
128	13085	1
128	433	1
128	10541	1
128	10542	1
128	128	1
128	3716	1
130	53	2
131	2339	1
131	992	1
131	176	1
131	2586	1
132	2776	1
132	133	1
132	3812	1
132	2423	1
132	2299	1
132	7023	1
132	26517	1
132	5806	2
134	144	1
134	14337	1
135	93	1
135	31614	1
135	1080	2
136	2198	1
136	33844	1
136	36345	1
136	6346	4
136	28457	2
136	144	9
136	145	1
136	36854	1
136	11813	14
136	27264	2
136	15845	3
137	17870	1
138	2184	1
138	5626	1
138	4006	1
139	647	1
139	32092	1
139	36747	1
139	4549	1
139	34356	1
139	2582	1
139	35117	1
139	398	1
139	13	1
139	639	1
139	14891	1
139	1437	1
141	9439	1
141	14337	1
142	77	1
142	24646	1
142	274	1
143	12517	1
143	788	2
143	2726	1
143	12547	1
143	12507	1
143	1452	1
143	13132	7
143	1409	3
143	3288	4
143	6400	1
143	17473	1
143	12915	2
143	15832	1
143	11745	2
143	4895	2
143	3659	2
143	3290	1
143	4894	1
143	775	1
143	759	1
143	12407	13
143	12440	2
143	743	2
143	11918	1
143	11483	3
143	12442	1
143	1961	1
143	11751	2
143	17620	1
143	10955	1
143	6230	7
143	11513	1
143	13689	1
143	12375	1
143	1671	1
143	24007	1
143	12545	1
143	1934	1
143	15167	1
143	3289	1
143	11702	1
143	3070	1
143	17121	1
143	10536	15
143	1962	2
143	5743	1
143	10793	1
143	13221	1
143	1058	1
143	2495	1
143	6810	1
143	1523	4
143	9473	2
143	2874	5
143	2024	3
143	21573	9
143	17474	1
143	12536	10
143	1020	1
143	2496	1
143	12490	1
143	1190	1
143	3209	1
143	12376	1
143	12498	2
143	10537	3
143	21126	1
143	1898	1
144	4506	1
144	6304	1
144	67	1
144	18706	5
144	237	1
144	25463	2
144	121	1
144	1569	2
144	6707	8
144	6706	6
144	6664	1
144	31740	2
144	22174	3
144	7639	2
144	145	3
144	285	2
144	6630	1
144	595	2
144	16977	1
144	33443	1
144	594	2
144	33475	2
144	31018	1
144	34076	1
144	11266	1
144	2734	2
144	283	1
144	27915	5
144	1710	2
144	282	2
144	7858	1
144	3064	1
144	17705	1
144	1176	2
144	63	1
144	2183	3
145	38096	1
145	26553	1
145	184	1
145	33718	1
145	7639	1
145	22599	1
145	1282	1
145	285	1
145	15863	1
145	36345	1
145	31190	1
145	29	2
145	493	1
145	9425	1
145	34484	1
145	4341	1
145	573	2
145	5566	1
145	156	2
145	15845	1
146	145	2
147	28023	2
147	189	1
147	27093	1
147	38164	1
147	30443	1
147	221	1
147	28966	1
147	181	2
147	25781	1
147	8689	1
147	2143	1
147	20116	1
147	34115	1
147	1670	1
147	37965	1
147	1354	1
147	15497	1
147	144	1
148	84	1
149	1529	1
149	64	1
149	14756	1
150	4740	2
150	4787	2
150	13085	2
150	8896	1
150	3056	2
150	4849	2
151	6121	1
152	2905	1
152	1770	2
152	1161	1
152	2384	1
152	1671	1
152	21228	1
152	5433	2
152	1934	1
152	1020	1
152	669	1
152	160	1
152	3209	1
152	1961	1
152	1403	1
152	2209	1
152	196	1
152	1452	2
152	415	1
152	15738	2
152	1058	1
152	1601	1
153	1207	1
153	5955	2
153	44	3
154	15073	1
154	17646	1
154	30637	1
154	2101	1
154	20885	1
154	157	1
154	144	1
154	2894	2
154	165	1
154	24852	1
154	697	1
154	114	1
154	8724	2
154	155	1
154	9876	2
154	145	4
154	19960	1
154	275	4
154	3012	1
154	9618	1
155	24852	1
155	2894	1
155	22513	1
155	17646	1
155	9876	1
155	22089	1
155	145	2
155	191	1
155	25468	1
155	658	1
155	279	1
155	34076	1
155	25496	1
155	13	1
155	33443	1
155	4381	1
155	19960	1
155	27915	2
155	1710	1
155	9618	1
155	30637	1
155	156	1
156	34549	4
156	17599	3
156	1770	3
156	2894	2
156	17646	1
156	17647	1
156	6764	1
156	669	1
156	22599	1
156	14017	1
156	19001	1
156	1021	1
156	5861	1
156	13676	1
156	25496	1
156	11468	1
156	22661	1
156	8159	1
156	2436	1
156	20609	1
156	24852	2
156	18837	1
156	155	2
156	283	1
156	8839	2
156	285	1
156	24666	1
156	2886	1
156	2376	1
156	5859	1
156	5506	1
156	34076	1
156	196	1
156	145	3
156	19153	1
156	154	1
156	12039	1
156	30637	2
156	390	1
156	12601	1
156	7647	1
156	4419	1
156	5331	1
156	2384	1
156	11343	1
156	14847	1
156	18741	2
156	282	2
156	1710	1
156	160	2
156	30594	1
156	20939	1
156	17649	1
156	5860	1
156	4878	2
156	15149	1
156	19697	1
156	5986	1
156	15073	2
156	8838	2
156	4877	2
156	8724	2
156	17648	1
156	10969	1
156	2979	1
156	144	1
156	5858	1
156	2019	1
157	25468	1
157	29	1
157	154	1
158	158	2
158	10223	1
158	16756	1
158	18487	1
158	22700	1
158	720	1
158	5360	1
158	7205	1
158	2618	1
158	32076	1
158	433	1
158	5496	1
158	963	1
158	23047	1
158	3306	1
158	12996	1
159	2541	1
159	370	1
159	371	1
159	189	1
159	20885	1
159	24007	1
159	25468	1
159	127	1
159	27915	1
159	2542	2
160	403	1
160	8109	1
160	30605	1
160	173	1
160	9549	1
160	20885	3
160	36460	3
160	6823	3
160	9405	1
160	30592	3
160	1161	2
160	424	1
160	1552	2
160	2209	1
160	33735	2
160	35027	1
160	25496	1
160	2851	3
160	28803	1
160	38350	2
160	3208	1
160	12893	1
160	681	1
161	2965	1
161	226	2
163	13922	1
163	23842	1
163	29	1
163	5564	1
163	3119	1
164	800	1
164	963	1
164	17076	1
164	8825	1
165	34549	1
165	17599	1
165	147	1
165	8839	1
165	24666	1
165	314	1
165	156	2
165	283	1
165	285	3
165	6395	1
165	20573	2
165	145	1
165	27915	1
165	1710	2
165	1013	1
165	154	2
165	22661	1
165	275	2
165	5806	1
165	14338	2
165	31	1
165	4878	1
165	8838	1
165	4877	1
165	8724	1
165	144	1
165	185	1
165	20851	2
165	6684	3
166	21300	1
166	3171	1
166	18706	1
166	13823	1
166	8972	2
166	17765	1
166	18776	1
166	4057	1
166	4464	1
166	11957	1
166	131	1
166	2725	1
166	25325	1
166	6032	1
166	8	4
166	144	2
166	11883	1
166	6066	1
166	16192	1
166	1019	2
166	29441	1
166	38240	1
167	13360	1
167	1437	3
167	31049	2
167	948	1
167	1107	1
167	941	1
167	35252	1
167	16494	1
168	1809	1
169	37553	1
169	21253	1
169	37548	1
169	320	1
169	31509	2
170	9449	1
170	237	1
170	30001	1
171	10147	1
171	10026	1
171	19390	1
171	33051	1
171	25657	1
171	1616	1
172	406	1
173	61	1
173	371	1
173	21772	1
173	33294	1
173	1335	1
173	479	1
173	18659	1
173	25496	1
173	1499	1
173	24007	1
173	9067	1
173	15738	4
174	933	2
174	3357	1
174	5544	1
174	2893	2
174	18221	1
174	1819	1
174	1398	1
174	6596	1
174	34780	1
174	9235	1
174	800	1
174	2220	1
174	4314	2
174	11815	1
174	33042	1
174	624	1
174	9601	1
174	939	1
174	18563	1
174	4155	1
174	10246	1
174	36572	1
174	6880	1
174	16868	2
174	18250	1
174	10514	1
174	31857	1
174	16029	1
174	16041	1
174	1111	1
174	3930	1
174	5955	1
174	7369	1
174	2800	1
174	4637	2
174	18218	1
174	5686	1
174	1249	1
174	8113	2
174	2852	2
174	30608	1
174	1634	1
174	969	1
174	22294	1
174	4545	1
174	33965	1
174	22763	1
174	16226	2
174	433	1
174	7029	1
174	3263	1
174	210	2
174	5394	1
174	3052	1
174	2307	1
174	695	1
174	15352	1
174	2564	1
174	963	2
174	9064	1
174	962	1
174	5057	1
174	6130	2
176	6707	1
176	746	3
176	177	1
176	63	1
176	77	2
176	18564	1
177	14635	2
177	77	1
177	121	1
177	746	1
177	5	4
177	655	1
177	5703	1
177	4769	1
177	145	2
177	176	3
177	1721	1
177	1276	1
177	1210	1
177	28639	1
177	18564	2
179	179	1
179	23163	1
179	3375	1
179	241	1
179	35896	1
179	221	1
179	37928	1
179	4807	1
179	313	1
179	226	3
179	707	3
179	145	1
179	67	1
179	2923	1
180	1061	2
180	2020	3
180	17901	1
180	1034	1
180	16095	1
180	29688	1
180	31786	1
180	19009	1
180	18620	1
180	2474	1
180	36744	1
180	4349	1
180	5374	1
180	3955	1
180	9448	1
180	8	1
180	19253	1
180	20557	1
181	29728	2
181	8245	2
181	1704	1
181	147	1
181	868	2
181	22270	1
181	1486	1
181	37	1
181	14944	1
181	1631	1
181	5909	1
181	11958	1
181	25468	1
181	33826	1
181	982	4
181	5821	1
181	15972	1
181	20442	1
181	18585	1
181	3868	1
181	221	3
181	8028	2
181	5856	1
181	26494	1
181	9548	1
181	18057	1
181	10795	1
181	23188	1
181	10897	1
181	1134	2
181	2101	1
181	25495	1
181	3944	1
181	12761	1
181	18948	3
181	4967	1
181	4581	1
181	10693	2
181	33461	1
181	32634	1
181	6436	1
181	9573	1
181	3770	2
181	1211	1
181	4341	1
181	20851	1
181	806	1
181	14337	1
181	1921	1
181	2504	1
182	193	1
183	1000	2
184	2484	1
184	145	2
185	23	1
185	31848	1
185	21262	1
185	189	1
185	30443	1
185	21298	1
185	2060	1
185	1654	1
185	10936	1
185	5297	1
185	13952	1
185	14337	1
186	30443	1
186	50	1
186	189	1
186	1263	2
186	4749	1
186	1564	1
186	318	1
186	23865	1
186	4341	1
187	5602	1
187	1367	2
187	1288	3
187	11378	1
188	77	1
188	3645	1
188	193	1
189	56	1
189	144	3
190	228	1
190	114	2
191	38462	1
191	192	2
191	145	1
191	2004	1
191	1013	1
191	865	1
191	15790	1
191	8	6
191	144	1
191	1154	5
192	221	1
192	8351	1
192	480	1
192	1182	2
192	8	2
192	456	1
192	15738	1
192	1113	1
193	448	1
193	189	1
193	28679	1
193	1975	6
193	144	1
193	1184	1
193	37844	1
193	18	1
195	144	1
196	788	1
196	9473	1
196	143	1
196	6810	1
196	12490	1
196	3070	1
196	12407	1
196	12440	1
196	12376	1
196	12498	1
196	743	1
196	1409	1
196	3288	1
196	3398	1
196	1452	1
196	24007	1
196	13132	2
196	11751	1
196	3569	1
196	12442	1
196	6230	1
196	11745	1
197	865	1
197	21564	1
197	4192	1
197	20209	1
197	15863	1
197	8	2
197	35776	1
197	1710	1
197	282	2
198	17376	1
198	26443	1
198	26441	1
198	26423	1
198	25495	1
198	26424	1
198	25898	6
198	3688	1
198	26442	1
198	14337	1
199	61	1
199	13689	1
199	3570	1
199	11702	1
199	5506	1
199	24007	1
199	7560	1
199	12915	1
199	2023	1
199	10395	1
199	15738	1
200	26417	1
200	94	1
200	282	1
200	29872	1
200	28459	2
200	2060	1
200	7178	1
200	24786	1
200	31950	1
200	43	1
200	14955	1
200	2315	1
200	17091	1
200	696	1
200	4581	1
200	160	1
200	371	1
200	7059	1
200	14337	1
200	29158	1
201	179	1
201	237	1
201	19974	2
201	310	1
201	13456	1
201	144	1
201	1947	1
201	7873	1
202	201	1
202	310	1
202	144	1
202	3151	1
203	4065	1
203	1770	2
203	9486	1
203	284	2
203	203	1
203	10774	1
203	10223	1
203	285	1
203	4280	1
203	1552	1
203	36593	1
203	10983	1
203	25472	1
203	2384	1
203	283	2
203	8883	1
203	4770	1
203	15798	2
203	594	1
203	33735	1
203	516	1
203	20885	3
203	6823	1
203	7684	1
203	3048	1
203	1375	1
203	696	1
203	299	1
203	9533	1
203	282	2
203	1210	1
203	1161	1
203	30592	3
203	3036	1
203	4004	1
203	2851	1
203	144	2
203	3869	1
203	2199	1
204	179	1
204	144	1
204	25468	1
204	202	3
204	166	1
204	299	1
204	14337	1
205	25468	1
205	398	4
205	205	2
206	1000	2
206	206	2
207	30539	1
207	16486	5
207	21209	1
207	21369	1
207	5061	1
207	110	1
207	139	1
207	310	2
207	1768	1
207	109	2
208	3306	1
208	22088	1
208	433	1
208	17023	2
208	16021	1
208	850	1
208	3238	1
208	16613	1
208	8768	1
209	9715	1
209	19506	1
209	391	1
210	210	1
210	174	1
210	1111	1
210	1130	2
212	30	1
212	452	1
212	4341	1
212	16545	1
213	2137	1
213	25718	1
213	214	2
213	2523	2
213	1705	1
214	13878	1
214	25718	1
214	61	2
214	36896	2
214	34040	1
214	2523	3
214	35757	1
214	7267	1
214	23756	1
214	961	2
214	2610	1
214	2018	1
214	14337	1
214	1568	1
214	2291	1
214	12208	1
215	20537	1
215	6138	1
215	8	1
215	27915	1
215	1710	1
216	963	1
216	26886	2
217	277	4
217	2722	1
217	1272	1
217	19490	1
217	70	2
218	14337	1
218	3151	1
218	277	2
218	23694	1
218	310	1
218	4476	1
218	13456	1
218	144	1
219	219	2
219	14985	1
219	2192	1
219	3971	1
219	13456	3
220	20332	1
220	220	1
220	43	3
220	19627	2
220	13456	1
220	144	1
221	8425	1
221	17091	1
221	7438	1
221	1406	1
221	106	1
221	3596	1
221	2776	1
221	2318	1
221	14917	1
221	2256	1
221	177	1
221	181	2
221	145	1
221	2143	1
221	2634	1
221	25269	1
221	7455	1
221	8155	1
221	9905	1
221	12770	1
221	16431	1
221	1666	2
221	25961	1
221	1266	1
221	528	1
221	13035	1
221	18646	1
221	11967	1
221	11023	1
221	4581	1
221	7965	1
221	21127	1
221	21469	1
221	652	1
221	21262	1
221	2523	1
221	1211	1
221	15866	1
221	185	1
221	28639	1
221	15860	1
221	14337	1
221	22017	1
222	928	1
222	13456	1
222	3306	1
222	174	1
222	1758	1
222	1007	1
222	4341	1
223	2205	1
223	174	2
223	13456	1
223	8872	1
224	7	1
225	14	1
225	251	1
225	20160	1
225	4	2
226	8606	1
226	63	1
226	707	1
226	61	1
226	114	1
226	25463	1
226	6191	1
226	14337	1
228	999	1
228	656	1
228	144	1
228	1200	2
228	28803	1
228	3550	2
229	433	1
229	311	1
230	22332	1
231	174	1
231	3683	1
232	1000	1
234	1529	1
234	1004	1
234	1210	1
234	238	1
234	6727	1
234	167	4
235	14337	1
235	237	1
235	2412	1
235	12354	1
235	535	2
235	6032	1
235	77	2
235	24007	1
235	106	1
235	30001	1
236	3800	1
237	6549	1
237	923	1
237	1165	1
237	13456	1
237	30001	1
238	221	1
238	5761	1
238	5705	1
238	3995	1
238	11060	1
238	11023	1
238	7455	1
239	625	2
239	29014	1
239	428	1
239	305	1
239	4728	1
239	4184	2
239	3548	1
240	1886	1
240	1896	1
240	1991	1
240	1437	1
241	179	1
241	86	1
241	14268	1
241	8429	1
241	28416	1
241	35896	1
241	4606	1
241	29971	1
241	12642	1
241	27804	1
241	813	1
241	67	2
241	14556	1
241	3091	1
241	4205	1
242	2384	1
242	3967	1
242	411	1
244	3040	1
244	14925	1
244	2380	1
245	1000	1
246	25316	1
246	963	1
247	1655	3
247	433	1
247	1233	1
248	1574	1
248	556	1
248	174	2
248	3930	1
248	3621	1
249	11959	1
249	1754	1
249	963	2
249	7962	1
249	27115	2
250	433	1
250	1233	1
251	24195	2
251	23944	1
251	1918	1
251	251	1
251	15517	1
251	36345	1
251	5521	1
251	13243	2
251	8683	2
251	1437	1
251	30001	1
252	16389	1
252	1240	1
252	1064	1
252	35252	1
252	2219	2
252	144	3
252	25496	1
252	32158	1
252	35291	1
252	1437	1
252	167	1
252	16494	1
252	30023	1
253	1000	1
253	4291	1
254	433	1
255	248	1
255	26346	1
255	7961	1
255	4208	1
255	26908	2
255	20739	1
255	174	2
255	29531	2
256	1141	1
256	963	2
256	2824	1
257	963	1
257	1469	1
258	2146	1
258	9631	1
258	66	1
258	16453	1
258	16451	1
258	9993	1
258	16452	1
258	20392	1
258	10666	1
258	12925	1
259	433	1
260	260	2
261	1180	3
261	10923	3
261	1786	1
262	248	1
262	1000	1
262	13831	1
262	4492	1
262	13808	1
262	6971	1
262	13838	1
263	1000	1
263	2129	1
263	9172	1
263	433	4
263	13456	1
263	2127	1
264	59	1
264	12695	1
265	189	1
266	2017	2
266	25496	2
266	13456	1
